,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address
0,2015-01,ANG MO KIO,3 ROOM,174,ANG MO KIO AVE 4,07 TO 09,60.0,Improved,1986,70,255000.0,174 ANG MO KIO AVE 4
1,2015-01,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,65,275000.0,541 ANG MO KIO AVE 10
2,2015-01,ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,01 TO 03,69.0,New Generation,1980,64,285000.0,163 ANG MO KIO AVE 4
3,2015-01,ANG MO KIO,3 ROOM,446,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1979,63,290000.0,446 ANG MO KIO AVE 10
4,2015-01,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,64,290000.0,557 ANG MO KIO AVE 10
5,2015-01,ANG MO KIO,3 ROOM,603,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,64,290000.0,603 ANG MO KIO AVE 5
6,2015-01,ANG MO KIO,3 ROOM,709,ANG MO KIO AVE 8,01 TO 03,68.0,New Generation,1980,64,290000.0,709 ANG MO KIO AVE 8
7,2015-01,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,01 TO 03,68.0,New Generation,1981,65,293000.0,333 ANG MO KIO AVE 1
8,2015-01,ANG MO KIO,3 ROOM,109,ANG MO KIO AVE 4,01 TO 03,67.0,New Generation,1978,62,300000.0,109 ANG MO KIO AVE 4
9,2015-01,ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,13 TO 15,68.0,New Generation,1985,69,307500.0,564 ANG MO KIO AVE 3
10,2015-01,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,60,308000.0,218 ANG MO KIO AVE 1
11,2015-01,ANG MO KIO,3 ROOM,556,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,64,312000.0,556 ANG MO KIO AVE 10
12,2015-01,ANG MO KIO,3 ROOM,156,ANG MO KIO AVE 4,10 TO 12,68.0,New Generation,1981,65,312000.0,156 ANG MO KIO AVE 4
13,2015-01,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,63,319000.0,471 ANG MO KIO AVE 10
14,2015-01,ANG MO KIO,3 ROOM,434,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,63,320000.0,434 ANG MO KIO AVE 10
15,2015-01,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1980,64,320000.0,560 ANG MO KIO AVE 10
16,2015-01,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,10 TO 12,68.0,New Generation,1981,65,325000.0,332 ANG MO KIO AVE 1
17,2015-01,ANG MO KIO,3 ROOM,421,ANG MO KIO AVE 10,01 TO 03,74.0,New Generation,1979,63,325000.0,421 ANG MO KIO AVE 10
18,2015-01,ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,07 TO 09,68.0,New Generation,1980,64,325000.0,506 ANG MO KIO AVE 8
19,2015-01,ANG MO KIO,3 ROOM,631,ANG MO KIO AVE 4,07 TO 09,67.0,New Generation,1985,69,330000.0,631 ANG MO KIO AVE 4
20,2015-01,ANG MO KIO,3 ROOM,153,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,65,330000.0,153 ANG MO KIO AVE 5
21,2015-01,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,63,335000.0,442 ANG MO KIO AVE 10
22,2015-01,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1980,64,338000.0,558 ANG MO KIO AVE 10
23,2015-01,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1977,61,340000.0,212 ANG MO KIO AVE 3
24,2015-01,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,04 TO 06,82.0,New Generation,1981,65,340000.0,152 ANG MO KIO AVE 5
25,2015-01,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,04 TO 06,68.0,New Generation,1981,65,341000.0,331 ANG MO KIO AVE 1
26,2015-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1978,62,345000.0,121 ANG MO KIO AVE 3
27,2015-01,ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,07 TO 09,73.0,New Generation,1979,63,350000.0,130 ANG MO KIO AVE 3
28,2015-01,ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,07 TO 09,82.0,New Generation,1985,69,355000.0,564 ANG MO KIO AVE 3
29,2015-01,ANG MO KIO,3 ROOM,646,ANG MO KIO AVE 6,07 TO 09,75.0,New Generation,1980,64,355000.0,646 ANG MO KIO AVE 6
30,2015-01,ANG MO KIO,3 ROOM,424,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1979,63,370000.0,424 ANG MO KIO AVE 3
31,2015-01,ANG MO KIO,3 ROOM,584,ANG MO KIO AVE 3,07 TO 09,82.0,New Generation,1979,63,410000.0,584 ANG MO KIO AVE 3
32,2015-01,ANG MO KIO,4 ROOM,412,ANG MO KIO AVE 10,01 TO 03,92.0,New Generation,1979,63,385000.0,412 ANG MO KIO AVE 10
33,2015-01,ANG MO KIO,4 ROOM,612,ANG MO KIO AVE 4,04 TO 06,91.0,New Generation,1980,64,410000.0,612 ANG MO KIO AVE 4
34,2015-01,ANG MO KIO,4 ROOM,562,ANG MO KIO AVE 3,10 TO 12,92.0,New Generation,1980,64,416888.0,562 ANG MO KIO AVE 3
35,2015-01,ANG MO KIO,4 ROOM,223,ANG MO KIO AVE 1,04 TO 06,92.0,New Generation,1978,62,423000.0,223 ANG MO KIO AVE 1
36,2015-01,ANG MO KIO,4 ROOM,150,ANG MO KIO AVE 5,10 TO 12,93.0,New Generation,1981,65,438000.0,150 ANG MO KIO AVE 5
37,2015-01,ANG MO KIO,4 ROOM,468,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1979,63,438000.0,468 ANG MO KIO AVE 10
38,2015-01,ANG MO KIO,4 ROOM,177,ANG MO KIO AVE 4,01 TO 03,91.0,New Generation,1981,65,450000.0,177 ANG MO KIO AVE 4
39,2015-01,ANG MO KIO,4 ROOM,603,ANG MO KIO AVE 5,07 TO 09,91.0,New Generation,1980,64,450000.0,603 ANG MO KIO AVE 5
40,2015-01,ANG MO KIO,4 ROOM,415,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,63,465000.0,415 ANG MO KIO AVE 10
41,2015-01,ANG MO KIO,4 ROOM,254,ANG MO KIO AVE 4,07 TO 09,97.0,New Generation,1977,61,465000.0,254 ANG MO KIO AVE 4
42,2015-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,01 TO 03,97.0,New Generation,1976,60,475000.0,207 ANG MO KIO AVE 1
43,2015-01,ANG MO KIO,4 ROOM,432,ANG MO KIO AVE 10,07 TO 09,92.0,New Generation,1979,63,475000.0,432 ANG MO KIO AVE 10
44,2015-01,ANG MO KIO,4 ROOM,117,ANG MO KIO AVE 4,10 TO 12,98.0,New Generation,1978,62,476000.0,117 ANG MO KIO AVE 4
45,2015-01,ANG MO KIO,4 ROOM,415,ANG MO KIO AVE 10,07 TO 09,92.0,New Generation,1979,63,480000.0,415 ANG MO KIO AVE 10
46,2015-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,07 TO 09,92.0,New Generation,1978,62,483000.0,428 ANG MO KIO AVE 3
47,2015-01,ANG MO KIO,4 ROOM,573,ANG MO KIO AVE 3,07 TO 09,92.0,New Generation,1979,63,485000.0,573 ANG MO KIO AVE 3
48,2015-01,ANG MO KIO,4 ROOM,418,ANG MO KIO AVE 10,07 TO 09,99.0,New Generation,1979,63,486888.0,418 ANG MO KIO AVE 10
49,2015-01,ANG MO KIO,4 ROOM,324,ANG MO KIO AVE 3,07 TO 09,98.0,New Generation,1978,62,583000.0,324 ANG MO KIO AVE 3
50,2015-01,ANG MO KIO,4 ROOM,596B,ANG MO KIO ST 52,04 TO 06,93.0,Model A,2002,86,600888.0,596B ANG MO KIO ST 52
51,2015-01,ANG MO KIO,5 ROOM,234,ANG MO KIO AVE 3,07 TO 09,125.0,Improved,1993,77,533000.0,234 ANG MO KIO AVE 3
52,2015-01,ANG MO KIO,5 ROOM,648,ANG MO KIO AVE 5,01 TO 03,121.0,Improved,1980,64,570000.0,648 ANG MO KIO AVE 5
53,2015-01,ANG MO KIO,5 ROOM,253A,ANG MO KIO ST 21,01 TO 03,138.0,Model A,1996,80,580000.0,253A ANG MO KIO ST 21
54,2015-01,ANG MO KIO,5 ROOM,439,ANG MO KIO AVE 10,19 TO 21,119.0,Improved,1979,63,645000.0,439 ANG MO KIO AVE 10
55,2015-01,ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,13 TO 15,123.0,Standard,1977,61,650000.0,306 ANG MO KIO AVE 1
56,2015-01,ANG MO KIO,5 ROOM,729,ANG MO KIO AVE 6,01 TO 03,119.0,Improved,1980,64,670000.0,729 ANG MO KIO AVE 6
57,2015-01,ANG MO KIO,5 ROOM,315B,ANG MO KIO ST 31,13 TO 15,110.0,Improved,2006,90,755000.0,315B ANG MO KIO ST 31
58,2015-01,ANG MO KIO,5 ROOM,700C,ANG MO KIO AVE 6,19 TO 21,111.0,Improved,2003,87,820000.0,700C ANG MO KIO AVE 6
59,2015-01,BEDOK,2 ROOM,620,BEDOK RESERVOIR RD,07 TO 09,45.0,Improved,1986,70,246000.0,620 BEDOK RESERVOIR RD
60,2015-01,BEDOK,2 ROOM,38,BEDOK STH RD,07 TO 09,44.0,Improved,1978,62,255000.0,38 BEDOK STH RD
61,2015-01,BEDOK,3 ROOM,504,BEDOK NTH ST 3,07 TO 09,59.0,Improved,1978,62,270000.0,504 BEDOK NTH ST 3
62,2015-01,BEDOK,3 ROOM,545,BEDOK NTH ST 3,07 TO 09,68.0,New Generation,1980,64,280000.0,545 BEDOK NTH ST 3
63,2015-01,BEDOK,3 ROOM,546,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1980,64,280000.0,546 BEDOK NTH ST 3
64,2015-01,BEDOK,3 ROOM,18,BEDOK STH RD,04 TO 06,65.0,Improved,1976,60,282000.0,18 BEDOK STH RD
65,2015-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,07 TO 09,68.0,New Generation,1980,64,285000.0,550 BEDOK NTH AVE 1
66,2015-01,BEDOK,3 ROOM,502,BEDOK NTH ST 3,07 TO 09,59.0,Improved,1978,62,285000.0,502 BEDOK NTH ST 3
67,2015-01,BEDOK,3 ROOM,509,BEDOK NTH ST 3,04 TO 06,67.0,New Generation,1979,63,285000.0,509 BEDOK NTH ST 3
68,2015-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,04 TO 06,67.0,New Generation,1979,63,285000.0,525 BEDOK NTH ST 3
69,2015-01,BEDOK,3 ROOM,534,BEDOK NTH ST 3,07 TO 09,60.0,Improved,1986,70,285000.0,534 BEDOK NTH ST 3
70,2015-01,BEDOK,3 ROOM,542,BEDOK NTH ST 3,10 TO 12,67.0,New Generation,1985,69,285000.0,542 BEDOK NTH ST 3
71,2015-01,BEDOK,3 ROOM,76,BEDOK NTH RD,04 TO 06,59.0,Improved,1978,62,288000.0,76 BEDOK NTH RD
72,2015-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,04 TO 06,68.0,New Generation,1981,65,288000.0,709 BEDOK RESERVOIR RD
73,2015-01,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,04 TO 06,68.0,Improved,1986,70,290000.0,620 BEDOK RESERVOIR RD
74,2015-01,BEDOK,3 ROOM,703,BEDOK RESERVOIR RD,01 TO 03,68.0,New Generation,1980,64,291000.0,703 BEDOK RESERVOIR RD
75,2015-01,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,01 TO 03,65.0,Improved,1982,66,292000.0,27 NEW UPP CHANGI RD
76,2015-01,BEDOK,3 ROOM,42,CHAI CHEE ST,04 TO 06,67.0,New Generation,1985,69,295000.0,42 CHAI CHEE ST
77,2015-01,BEDOK,3 ROOM,426,BEDOK NTH RD,07 TO 09,82.0,New Generation,1979,63,300000.0,426 BEDOK NTH RD
78,2015-01,BEDOK,3 ROOM,530,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1979,63,300000.0,530 BEDOK NTH ST 3
79,2015-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,01 TO 03,68.0,New Generation,1979,63,305000.0,420 BEDOK NTH ST 1
80,2015-01,BEDOK,3 ROOM,105,BEDOK NTH AVE 4,01 TO 03,67.0,New Generation,1977,61,308000.0,105 BEDOK NTH AVE 4
81,2015-01,BEDOK,3 ROOM,519,BEDOK NTH AVE 1,01 TO 03,67.0,New Generation,1979,63,310000.0,519 BEDOK NTH AVE 1
82,2015-01,BEDOK,3 ROOM,548,BEDOK NTH AVE 1,04 TO 06,68.0,New Generation,1980,64,310000.0,548 BEDOK NTH AVE 1
83,2015-01,BEDOK,3 ROOM,537,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,64,310000.0,537 BEDOK NTH ST 3
84,2015-01,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,01 TO 03,65.0,Improved,1977,61,310000.0,28 NEW UPP CHANGI RD
85,2015-01,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,04 TO 06,67.0,New Generation,1978,62,310800.0,100 BEDOK NTH AVE 4
86,2015-01,BEDOK,3 ROOM,103,BEDOK RESERVOIR RD,04 TO 06,70.0,New Generation,1985,69,313000.0,103 BEDOK RESERVOIR RD
87,2015-01,BEDOK,3 ROOM,522,BEDOK NTH AVE 1,10 TO 12,67.0,New Generation,1979,63,315000.0,522 BEDOK NTH AVE 1
88,2015-01,BEDOK,3 ROOM,551,BEDOK NTH AVE 1,04 TO 06,67.0,New Generation,1980,64,315000.0,551 BEDOK NTH AVE 1
89,2015-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,04 TO 06,68.0,New Generation,1981,65,315000.0,709 BEDOK RESERVOIR RD
90,2015-01,BEDOK,3 ROOM,608,BEDOK RESERVOIR RD,10 TO 12,67.0,New Generation,1982,66,318000.0,608 BEDOK RESERVOIR RD
91,2015-01,BEDOK,3 ROOM,135,BEDOK NTH ST 2,07 TO 09,67.0,New Generation,1978,62,320000.0,135 BEDOK NTH ST 2
92,2015-01,BEDOK,3 ROOM,40,CHAI CHEE AVE,01 TO 03,65.0,Improved,1974,58,320000.0,40 CHAI CHEE AVE
93,2015-01,BEDOK,3 ROOM,57,NEW UPP CHANGI RD,04 TO 06,68.0,Improved,1985,69,320000.0,57 NEW UPP CHANGI RD
94,2015-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,04 TO 06,68.0,New Generation,1979,63,323000.0,420 BEDOK NTH ST 1
95,2015-01,BEDOK,3 ROOM,401,BEDOK NTH AVE 3,10 TO 12,67.0,New Generation,1979,63,332000.0,401 BEDOK NTH AVE 3
96,2015-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,07 TO 09,65.0,Improved,1976,60,338000.0,2 BEDOK STH AVE 1
97,2015-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,10 TO 12,65.0,Improved,1976,60,339000.0,2 BEDOK STH AVE 1
98,2015-01,BEDOK,3 ROOM,426,BEDOK NTH RD,10 TO 12,67.0,New Generation,1979,63,342000.0,426 BEDOK NTH RD
99,2015-01,BEDOK,3 ROOM,116,BEDOK NTH RD,07 TO 09,73.0,New Generation,1978,62,355000.0,116 BEDOK NTH RD
100,2015-01,BEDOK,3 ROOM,419,BEDOK NTH ST 1,07 TO 09,68.0,New Generation,1979,63,358000.0,419 BEDOK NTH ST 1
101,2015-01,BEDOK,3 ROOM,107,BEDOK NTH RD,10 TO 12,81.0,New Generation,1977,61,378000.0,107 BEDOK NTH RD
102,2015-01,BEDOK,3 ROOM,221B,BEDOK CTRL,04 TO 06,69.0,Model A,2010,94,458000.0,221B BEDOK CTRL
103,2015-01,BEDOK,3 ROOM,219A,BEDOK CTRL,16 TO 18,69.0,Model A,2010,94,500000.0,219A BEDOK CTRL
104,2015-01,BEDOK,4 ROOM,512,BEDOK NTH AVE 2,01 TO 03,92.0,New Generation,1979,63,355000.0,512 BEDOK NTH AVE 2
105,2015-01,BEDOK,4 ROOM,131,BEDOK RESERVOIR RD,01 TO 03,83.0,Simplified,1987,71,360000.0,131 BEDOK RESERVOIR RD
106,2015-01,BEDOK,4 ROOM,147,BEDOK RESERVOIR RD,13 TO 15,84.0,Simplified,1987,71,369000.0,147 BEDOK RESERVOIR RD
107,2015-01,BEDOK,4 ROOM,117,BEDOK NTH RD,04 TO 06,89.0,New Generation,1978,62,378000.0,117 BEDOK NTH RD
108,2015-01,BEDOK,4 ROOM,82,BEDOK NTH RD,04 TO 06,92.0,New Generation,1978,62,385000.0,82 BEDOK NTH RD
109,2015-01,BEDOK,4 ROOM,121,BEDOK NTH RD,04 TO 06,92.0,New Generation,1978,62,388000.0,121 BEDOK NTH RD
110,2015-01,BEDOK,4 ROOM,536,BEDOK NTH ST 3,16 TO 18,92.0,New Generation,1980,64,390000.0,536 BEDOK NTH ST 3
111,2015-01,BEDOK,4 ROOM,530,BEDOK NTH ST 3,07 TO 09,92.0,New Generation,1979,63,395000.0,530 BEDOK NTH ST 3
112,2015-01,BEDOK,4 ROOM,121,BEDOK NTH RD,01 TO 03,92.0,New Generation,1978,62,397000.0,121 BEDOK NTH RD
113,2015-01,BEDOK,4 ROOM,517,BEDOK NTH AVE 2,10 TO 12,92.0,New Generation,1979,63,400000.0,517 BEDOK NTH AVE 2
114,2015-01,BEDOK,4 ROOM,34,BEDOK STH AVE 2,07 TO 09,90.0,Improved,1977,61,405000.0,34 BEDOK STH AVE 2
115,2015-01,BEDOK,4 ROOM,6,BEDOK STH AVE 2,10 TO 12,82.0,Improved,1976,60,408000.0,6 BEDOK STH AVE 2
116,2015-01,BEDOK,4 ROOM,37,BEDOK STH AVE 2,13 TO 15,84.0,Improved,1977,61,410000.0,37 BEDOK STH AVE 2
117,2015-01,BEDOK,4 ROOM,35,BEDOK STH AVE 2,04 TO 06,90.0,Improved,1977,61,415000.0,35 BEDOK STH AVE 2
118,2015-01,BEDOK,4 ROOM,724,BEDOK RESERVOIR RD,04 TO 06,103.0,Model A,1984,68,418000.0,724 BEDOK RESERVOIR RD
119,2015-01,BEDOK,4 ROOM,523,BEDOK NTH ST 3,10 TO 12,92.0,New Generation,1979,63,420000.0,523 BEDOK NTH ST 3
120,2015-01,BEDOK,4 ROOM,65,NEW UPP CHANGI RD,01 TO 03,92.0,New Generation,1978,62,425000.0,65 NEW UPP CHANGI RD
121,2015-01,BEDOK,4 ROOM,132,BEDOK NTH ST 2,13 TO 15,92.0,New Generation,1978,62,438000.0,132 BEDOK NTH ST 2
122,2015-01,BEDOK,4 ROOM,62,NEW UPP CHANGI RD,10 TO 12,92.0,New Generation,1978,62,441888.0,62 NEW UPP CHANGI RD
123,2015-01,BEDOK,4 ROOM,428,BEDOK NTH RD,10 TO 12,92.0,New Generation,1979,63,450000.0,428 BEDOK NTH RD
124,2015-01,BEDOK,4 ROOM,772,BEDOK RESERVOIR VIEW,19 TO 21,107.0,Premium Apartment,2000,84,485000.0,772 BEDOK RESERVOIR VIEW
125,2015-01,BEDOK,4 ROOM,774,BEDOK RESERVOIR VIEW,19 TO 21,107.0,Premium Apartment,2000,84,500000.0,774 BEDOK RESERVOIR VIEW
126,2015-01,BEDOK,4 ROOM,768,BEDOK RESERVOIR VIEW,13 TO 15,105.0,Premium Apartment,2000,84,530000.0,768 BEDOK RESERVOIR VIEW
127,2015-01,BEDOK,4 ROOM,180,BEDOK NTH RD,16 TO 18,85.0,Model A,2006,90,560000.0,180 BEDOK NTH RD
128,2015-01,BEDOK,5 ROOM,611,BEDOK RESERVOIR RD,04 TO 06,123.0,Improved,1993,77,420000.0,611 BEDOK RESERVOIR RD
129,2015-01,BEDOK,5 ROOM,602,BEDOK RESERVOIR RD,07 TO 09,121.0,Improved,1982,66,440000.0,602 BEDOK RESERVOIR RD
130,2015-01,BEDOK,5 ROOM,101,BEDOK RESERVOIR RD,07 TO 09,121.0,Improved,1985,69,480000.0,101 BEDOK RESERVOIR RD
131,2015-01,BEDOK,5 ROOM,506,BEDOK NTH AVE 3,04 TO 06,119.0,Improved,1978,62,500000.0,506 BEDOK NTH AVE 3
132,2015-01,BEDOK,5 ROOM,99,BEDOK NTH AVE 4,07 TO 09,123.0,Standard,1978,62,500000.0,99 BEDOK NTH AVE 4
133,2015-01,BEDOK,5 ROOM,553,BEDOK NTH AVE 1,01 TO 03,121.0,Improved,1980,64,530000.0,553 BEDOK NTH AVE 1
134,2015-01,BEDOK,5 ROOM,804,CHAI CHEE RD,01 TO 03,128.0,Improved,1993,77,550000.0,804 CHAI CHEE RD
135,2015-01,BEDOK,5 ROOM,659,JLN TENAGA,04 TO 06,126.0,Improved,1996,80,563000.0,659 JLN TENAGA
136,2015-01,BEDOK,5 ROOM,405,BEDOK NTH AVE 3,07 TO 09,118.0,Improved,1980,64,575000.0,405 BEDOK NTH AVE 3
137,2015-01,BEDOK,5 ROOM,172,BEDOK STH RD,01 TO 03,122.0,Improved,1985,69,575000.0,172 BEDOK STH RD
138,2015-01,BEDOK,5 ROOM,406,BEDOK NTH AVE 3,10 TO 12,118.0,Improved,1980,64,618888.0,406 BEDOK NTH AVE 3
139,2015-01,BEDOK,5 ROOM,804,CHAI CHEE RD,07 TO 09,126.0,Improved,1993,77,620000.0,804 CHAI CHEE RD
140,2015-01,BEDOK,5 ROOM,55,NEW UPP CHANGI RD,16 TO 18,118.0,Standard,1977,61,635000.0,55 NEW UPP CHANGI RD
141,2015-01,BEDOK,5 ROOM,66,BEDOK STH AVE 3,01 TO 03,123.0,Standard,1977,61,637000.0,66 BEDOK STH AVE 3
142,2015-01,BEDOK,5 ROOM,103,LENGKONG TIGA,01 TO 03,121.0,Improved,1989,73,688000.0,103 LENGKONG TIGA
143,2015-01,BEDOK,5 ROOM,67,BEDOK STH AVE 3,16 TO 18,123.0,Standard,1977,61,768000.0,67 BEDOK STH AVE 3
144,2015-01,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,01 TO 03,148.0,Maisonette,1985,69,620000.0,114 BEDOK RESERVOIR RD
145,2015-01,BEDOK,EXECUTIVE,10D,BEDOK STH AVE 2,04 TO 06,141.0,Apartment,1995,79,630000.0,10D BEDOK STH AVE 2
146,2015-01,BEDOK,EXECUTIVE,629,BEDOK RESERVOIR RD,01 TO 03,173.0,Apartment,1993,77,753000.0,629 BEDOK RESERVOIR RD
147,2015-01,BEDOK,EXECUTIVE,104,LENGKONG TIGA,07 TO 09,146.0,Maisonette,1989,73,840000.0,104 LENGKONG TIGA
148,2015-01,BISHAN,3 ROOM,308,SHUNFU RD,01 TO 03,67.0,New Generation,1984,68,392000.0,308 SHUNFU RD
149,2015-01,BISHAN,4 ROOM,271,BISHAN ST 24,01 TO 03,104.0,Model A,1992,76,410000.0,271 BISHAN ST 24
150,2015-01,BISHAN,4 ROOM,107,BISHAN ST 12,01 TO 03,84.0,Simplified,1985,69,438000.0,107 BISHAN ST 12
151,2015-01,BISHAN,4 ROOM,239,BISHAN ST 22,01 TO 03,105.0,Model A,1992,76,470000.0,239 BISHAN ST 22
152,2015-01,BISHAN,4 ROOM,264,BISHAN ST 24,07 TO 09,104.0,Model A,1992,76,475000.0,264 BISHAN ST 24
153,2015-01,BISHAN,4 ROOM,177,BISHAN ST 13,01 TO 03,83.0,Simplified,1987,71,485000.0,177 BISHAN ST 13
154,2015-01,BISHAN,4 ROOM,281,BISHAN ST 24,01 TO 03,109.0,Model A,1992,76,520000.0,281 BISHAN ST 24
155,2015-01,BISHAN,4 ROOM,113,BISHAN ST 12,07 TO 09,84.0,Simplified,1986,70,530000.0,113 BISHAN ST 12
156,2015-01,BISHAN,4 ROOM,227,BISHAN ST 23,04 TO 06,105.0,Model A,1992,76,535000.0,227 BISHAN ST 23
157,2015-01,BISHAN,4 ROOM,167,BISHAN ST 13,07 TO 09,84.0,Simplified,1988,72,538000.0,167 BISHAN ST 13
158,2015-01,BISHAN,4 ROOM,112,BISHAN ST 12,01 TO 03,104.0,Model A,1985,69,565000.0,112 BISHAN ST 12
159,2015-01,BISHAN,4 ROOM,251,BISHAN ST 22,07 TO 09,108.0,Model A,1992,76,570000.0,251 BISHAN ST 22
160,2015-01,BISHAN,4 ROOM,302,SHUNFU RD,01 TO 03,95.0,New Generation,1984,68,570000.0,302 SHUNFU RD
161,2015-01,BISHAN,4 ROOM,264,BISHAN ST 24,07 TO 09,104.0,Model A,1992,76,585000.0,264 BISHAN ST 24
162,2015-01,BISHAN,4 ROOM,289,BISHAN ST 24,10 TO 12,100.0,Premium Apartment,1998,82,588000.0,289 BISHAN ST 24
163,2015-01,BISHAN,4 ROOM,248,BISHAN ST 22,22 TO 24,116.0,Model A,1992,76,675000.0,248 BISHAN ST 22
164,2015-01,BISHAN,5 ROOM,310,SHUNFU RD,07 TO 09,121.0,Improved,1984,69,590000.0,310 SHUNFU RD
165,2015-01,BISHAN,5 ROOM,447,BRIGHT HILL DR,16 TO 18,120.0,Improved,1990,74,668888.0,447 BRIGHT HILL DR
166,2015-01,BISHAN,5 ROOM,217,BISHAN ST 23,10 TO 12,137.0,Model A,1992,76,770000.0,217 BISHAN ST 23
167,2015-01,BISHAN,5 ROOM,128,BISHAN ST 12,13 TO 15,121.0,Improved,1987,71,782000.0,128 BISHAN ST 12
168,2015-01,BISHAN,5 ROOM,183,BISHAN ST 13,10 TO 12,121.0,Improved,1987,71,820000.0,183 BISHAN ST 13
169,2015-01,BISHAN,5 ROOM,192,BISHAN ST 13,13 TO 15,120.0,Improved,1987,71,851000.0,192 BISHAN ST 13
170,2015-01,BISHAN,EXECUTIVE,212,BISHAN ST 23,04 TO 06,149.0,Maisonette,1992,76,835000.0,212 BISHAN ST 23
171,2015-01,BISHAN,EXECUTIVE,201,BISHAN ST 23,07 TO 09,150.0,Maisonette,1992,76,880000.0,201 BISHAN ST 23
172,2015-01,BISHAN,EXECUTIVE,450,SIN MING AVE,22 TO 24,174.0,Maisonette,1989,73,955000.0,450 SIN MING AVE
173,2015-01,BUKIT BATOK,3 ROOM,525,BT BATOK ST 52,01 TO 03,64.0,Simplified,1987,71,255000.0,525 BT BATOK ST 52
174,2015-01,BUKIT BATOK,3 ROOM,501,BT BATOK ST 52,04 TO 06,64.0,Simplified,1986,70,270000.0,501 BT BATOK ST 52
175,2015-01,BUKIT BATOK,3 ROOM,410,BT BATOK WEST AVE 4,01 TO 03,68.0,New Generation,1988,72,270000.0,410 BT BATOK WEST AVE 4
176,2015-01,BUKIT BATOK,3 ROOM,408,BT BATOK WEST AVE 4,07 TO 09,68.0,New Generation,1988,72,272000.0,408 BT BATOK WEST AVE 4
177,2015-01,BUKIT BATOK,3 ROOM,423,BT BATOK WEST AVE 2,04 TO 06,68.0,New Generation,1988,72,275000.0,423 BT BATOK WEST AVE 2
178,2015-01,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,04 TO 06,64.0,Simplified,1986,70,276000.0,272 BT BATOK EAST AVE 4
179,2015-01,BUKIT BATOK,3 ROOM,229,BT BATOK EAST AVE 3,10 TO 12,67.0,New Generation,1985,69,280000.0,229 BT BATOK EAST AVE 3
180,2015-01,BUKIT BATOK,3 ROOM,217,BT BATOK ST 21,10 TO 12,67.0,New Generation,1984,68,280000.0,217 BT BATOK ST 21
